ts,open,high,low,close,volume
1776668400000,624.23,629.48,623.21,624.69,6643.15
1776672000000,624.69,625.56,622.71,623.82,5345.832
1776675600000,623.81,627.03,623.47,626.71,4677.187
1776679200000,626.72,628.14,626.01,626.05,4118.23
1776682800000,626.04,626.8,625.15,625.5,3411.239
1776686400000,625.49,627.94,624.3,625.05,4920.4
1776690000000,625.05,626.6,623.4,625.82,7676.973
1776693600000,625.82,628.06,622.81,623.58,6928.703
1776697200000,623.59,628.36,620.87,628.31,4312.986
1776700800000,628.31,629.42,626.89,627.11,2987.224
1776704400000,627.12,630.0,626.71,629.48,3168.79
1776708000000,629.48,631.8,629.28,630.97,4669.74
1776711600000,630.97,631.7,630.0,630.56,1762.862
1776715200000,630.57,631.9,629.56,631.01,4047.982
1776718800000,631.01,632.08,629.17,630.42,3443.092
1776722400000,630.42,631.5,628.75,628.94,1483.617
1776726000000,628.93,629.4,628.0,629.26,1889.524
1776729600000,629.26,631.99,629.26,631.52,3330.319
1776733200000,631.52,632.46,630.12,630.47,2210.166
1776736800000,630.47,630.69,628.42,628.64,2730.461
1776740400000,628.63,630.19,628.1,629.87,2824.533
1776744000000,629.87,630.76,628.81,630.61,1885.044
1776747600000,630.61,632.06,630.55,630.91,2394.992
1776751200000,630.9,633.08,630.04,632.46,2410.782
1776754800000,632.46,633.93,631.78,632.88,4448.528
1776758400000,632.89,637.51,632.2,635.2,7499.125
1776762000000,635.21,636.88,634.69,636.75,8379.993
1776765600000,636.76,640.7,636.76,638.55,10904.39
1776769200000,638.56,638.63,633.44,634.14,14905.16
1776772800000,634.14,634.87,629.9,631.96,6353.037
1776776400000,631.96,633.14,630.69,632.27,3734.742
1776780000000,632.28,635.17,630.12,630.39,5402.492
1776783600000,630.39,632.83,629.37,631.81,3819.154
1776787200000,631.82,633.66,631.24,631.88,3520.441
1776790800000,631.88,632.15,627.04,629.74,4209.655
1776794400000,629.74,630.49,628.31,630.3,2183.635
1776798000000,630.31,631.58,625.0,626.6,3082.909
1776801600000,626.59,630.7,625.56,629.8,3578.825
1776805200000,629.81,630.11,628.68,629.19,1530.739
1776808800000,629.19,629.71,627.71,628.9,1298.75
1776812400000,628.89,632.45,628.8,631.72,2735.367
1776816000000,631.73,633.34,631.73,632.84,2196.356
1776819600000,632.85,633.1,631.19,632.68,1606.108
1776823200000,632.68,640.82,632.44,640.08,11139.423
1776826800000,640.08,641.4,639.12,639.57,5626.561
1776830400000,639.57,640.58,638.66,639.74,2983.534
1776834000000,639.75,644.95,639.65,642.84,16398.539
1776837600000,642.83,643.2,641.46,642.3,3660.383
1776841200000,642.3,642.82,641.26,641.99,2917.39
1776844800000,642.0,642.96,641.0,642.17,4271.833
1776848400000,642.17,643.81,641.75,642.13,2477.283
1776852000000,642.13,643.17,641.0,642.07,5359.626
1776855600000,642.07,642.97,641.13,642.77,3225.857
1776859200000,642.78,643.93,642.14,643.45,3365.515
1776862800000,643.45,654.19,643.11,650.59,17645.769
1776866400000,650.6,653.4,647.7,650.26,11826.154
1776870000000,650.27,650.45,648.29,649.1,6171.514
1776873600000,649.1,650.96,642.89,644.4,8093.459
1776877200000,644.4,645.78,643.72,644.68,4425.562
1776880800000,644.69,646.85,644.68,645.08,3357.954
1776884400000,645.08,646.49,643.93,644.1,2421.601
1776888000000,644.1,644.18,640.46,641.06,7782.11
1776891600000,641.07,643.41,640.23,641.47,2592.139
1776895200000,641.47,642.43,639.42,640.0,2015.469
1776898800000,639.99,640.57,637.33,637.47,3426.2
1776902400000,637.47,639.5,633.95,638.57,7572.807
1776906000000,638.58,639.11,636.82,637.76,2992.97
1776909600000,637.76,638.16,633.79,634.87,4894.421
1776913200000,634.86,635.88,633.23,635.6,7106.479
1776916800000,635.61,636.38,635.01,636.18,2689.391
1776920400000,636.17,637.19,635.47,636.96,1859.158
1776924000000,636.96,638.43,636.58,636.94,3931.349
1776927600000,636.95,637.2,635.3,635.7,4703.614
1776931200000,635.7,636.29,634.17,635.37,3223.64
1776934800000,635.38,635.45,632.12,632.85,4305.627
1776938400000,632.86,633.33,631.0,631.62,5066.76
1776942000000,631.63,634.14,631.24,633.56,4291.687
1776945600000,633.56,634.98,632.0,634.7,5474.271
1776949200000,634.69,635.99,634.33,635.99,3608.782
1776952800000,636.0,637.33,635.33,637.01,3196.107
1776956400000,637.01,640.0,635.85,639.74,6122.711
1776960000000,639.74,640.38,638.41,638.54,4028.96
1776963600000,638.54,638.92,631.14,633.88,8471.805
1776967200000,633.89,636.66,633.62,634.11,3418.58
1776970800000,634.11,636.55,633.65,635.91,2106.695
1776974400000,635.9,638.55,635.6,637.8,3226.126
