timestamp,symbol,notional,entry_price,exit_price,gross_pnl,entry_fee_allocated,exit_fee,total_fees,net_pnl,hold_hours,mfe_pct,mae_pct,exit_reason
2026-07-22T11:25:29.575681+00:00,XRP-USDT,1.0991619878766414,1.1374,1.1404,0.0028915169796826104,0.001096270470896959,0.0010991619878766414,0.0021954324587736005,0.00069608452090901,0.09167118611111112,0.0026375945138035115,0.0,rebalance
2026-07-22T11:25:29.575681+00:00,LINK-USDT,1.2762245566493675,8.635,8.659,0.003537289451389996,0.0012726872671979773,0.0012762245566493675,0.0025489118238473446,0.0009883776275426514,0.09167118611111112,0.00277938621887677,0.0,rebalance
2026-07-22T11:30:57.239057+00:00,BNB-USDT,1.1242124036948553,570.69,571.55,0.0016915802067666227,0.0011225208234880888,0.0011242124036948554,0.0022467332271829442,-0.0005551530204163215,0.18268879055555556,0.0015069477299407732,0.0,rebalance
2026-07-22T11:30:57.239057+00:00,DOGE-USDT,1.1326343599073425,0.07267,0.07278,0.001711868364795363,0.0011309224915425473,0.0011326343599073426,0.0022635568514498897,-0.0005516884866545266,0.18268879055555556,0.0020641254988302926,0.0,rebalance
2026-07-22T11:41:45.546393+00:00,SOL-USDT,1.0229198149929744,77.59,77.62,0.00039535679528202,0.0010225244581976924,0.0010229198149929743,0.0020454442731906667,-0.0016500874779086466,0.36277416166666665,0.0025776517592473623,0.0,rebalance
2026-07-22T11:52:32.543924+00:00,LINK-USDT,1.212622403400701,8.634991650644068,8.634,-0.0001392747031900575,0.0012127616781038909,0.0012126224034007009,0.0024253840815045918,-0.002564658784694649,0.5424956980555555,0.00278035582745956,-0.0017361511453170195,rebalance
2026-07-22T11:57:55.954205+00:00,LINK-USDT,1.218711558884479,8.634991650644068,8.644,0.0012700809216270544,0.001217441477962852,0.001218711558884479,0.0024361530368473307,-0.0011660721152202762,0.6323318872222222,0.00278035582745956,-0.0017361511453170195,rebalance
2026-07-22T12:24:52.678969+00:00,BTC-USDT,1.1975468580694724,65988.56,65869.21,-0.002169863848535318,0.0011997167219180078,0.0011975468580694723,0.00239726357998748,-0.004567127428522798,1.0814220994444443,0.0015764853786777412,-0.0020844522141414044,rebalance
2026-07-22T12:24:52.678969+00:00,BNB-USDT,1.4153821441204855,570.69,570.27,-0.0010424193812241691,0.0014164245635017096,0.0014153821441204855,0.0028318067076221953,-0.0038742260888463644,1.0814220994444443,0.0018924459864373428,-0.0007359512169480326,rebalance
2026-07-22T12:30:18.785471+00:00,ETH-USDT,1.095451525899307,1927.4,1924.07,-0.0018959048169998295,0.0010973474307163068,0.001095451525899307,0.002192798956615614,-0.004088703773615443,1.172007238888889,0.0013593441942512663,-0.0025630382899242783,rebalance
2026-07-22T12:35:42.569393+00:00,XRP-USDT,1.0523677054020482,1.1374,1.1359,-0.0013896923656159276,0.001053757397767664,0.0010523677054020482,0.0021061251031697123,-0.0034958174687856397,1.2619472172222221,0.0026375945138035115,-0.0021979954281694625,rebalance
2026-07-22T12:35:42.569393+00:00,DOGE-USDT,1.1983122606604866,0.0726696688610134,0.07242,-0.004131196592895687,0.0012024434572533822,0.0011983122606604867,0.002400755717913869,-0.006531952310809556,1.2619472172222221,0.00206869167484594,-0.0041237130388820575,rebalance
2026-07-22T12:41:05.998697+00:00,ADA-USDT,1.628445470228371,0.17309921033191733,0.1726,-0.004709946719014905,0.001633155416947386,0.001628445470228371,0.0032616008871757573,-0.007971547606190663,1.3517886905555554,0.0017376720985953938,-0.005772471925211813,rebalance
2026-07-22T12:51:51.354360+00:00,SOL-USDT,1.3150295205646216,77.58933447528871,77.24,-0.00594750320501827,0.0013209770237696398,0.0013150295205646217,0.0026360065443342615,-0.008583509749352531,1.5310541525,0.0025862513974160587,-0.005146770209968671,rebalance
2026-07-22T12:57:15.700955+00:00,BNB-USDT,1.55656229477313,570.69,569.54,-0.0031429691312098206,0.0015597052639043398,0.00155656229477313,0.0031162675586774696,-0.00625923668988729,1.621150428888889,0.0018924459864373428,-0.0020151045225956137,rebalance
2026-07-22T12:57:15.700955+00:00,XRP-USDT,1.4975021747313804,1.1374,1.1347,-0.0035632818117340387,0.0015010654565431147,0.0014975021747313804,0.002998567631274495,-0.006561849443008534,1.621150428888889,0.0026375945138035115,-0.002373835062423004,rebalance
2026-07-22T13:02:38.735131+00:00,ADA-USDT,2.5245118312684554,0.17309686776889158,0.1724,-0.010204471736638302,0.002534716303005094,0.0025245118312684552,0.0050592281342735496,-0.015263699870911852,1.7108821444444444,0.0017512288640204941,-0.008069861615038572,rebalance
2026-07-22T13:08:01.499561+00:00,ADA-USDT,1.761254566206162,0.17309686776889158,0.1727,-0.004047395310598466,0.001765301961516761,0.0017612545662061621,0.003526556527722923,-0.007573951838321389,1.8005389305555557,0.0017512288640204941,-0.008069861615038572,rebalance
